X0_missing_rate,X0_obs_vs_full_ratio,X0_iqr_ratio,X0_obs_skew_diff,coef_X1_abs,auc_mask_from_Xobs,log_pval_X1_mask,X1_mean_diff,X1_mannwhitney_pval,little_proxy_score,X0_ks_obs_vs_imputed,X0_tail_missing_ratio,mask_entropy,X0_censoring_score,X0_mean_shift_X1_to_X4,mechdetect_auc_complete,mechdetect_auc_shuffled,mechdetect_auc_excluded,mechdetect_delta_complete_shuffled,mechdetect_delta_complete_excluded,mechdetect_mwu_pvalue,caafe_auc_self_delta,caafe_kl_density,caafe_kurtosis_excess,caafe_cond_entropy_X0_mask
0.11,0.9898553174327814,1.3137254901960795,0.15591122701836335,0.5095038966627627,0.4147828863346105,0.8321359900994584,0.1491925458756485,0.15209848543237323,0.33120531154239025,0.05438202247191011,1.0,3.4693968914532483,0.006096941742618495,0.09766687749763156,0.38196040868454667,0.46300563236047115,0.4147828863346105,-0.08104522367592448,-0.03282247765006385,1.0,0.39950980392156854,19.949736802980887,0.7702728971218029,0.30301288125238973
0.09,0.9884869688516252,1.224913494809688,0.11952620085875976,0.8876952157010054,0.6835125448028673,1.7437513496996684,0.2744100621311861,0.015476716657271166,0.44932844932844934,0.04351648351648352,1.0,3.0896432544874384,0.005453967815287567,0.1891711650659753,0.7236559139784946,0.24448284690220176,0.6835125448028673,0.4791730670762928,0.04014336917562733,0.1,0.19970760233918117,20.198246248543967,-0.20534615333193829,0.18982692800818718
0.05,0.9956511855169421,1.0827067669172936,0.059605233029655924,0.9239220708351282,0.655241935483871,1.631975673569235,0.318448187444299,0.017675459368525763,0.6421052631578947,0.024736842105263158,1.0,2.251371645422187,0.015905255286490484,0.21172111007491715,0.6399529569892474,0.9739583333333334,0.655241935483871,-0.334005376344086,-0.015288978494623628,0.4,0.06315789473684208,18.56586078327614,0.13507144259925452,0.22771816513941218
0.03,0.997051927423329,1.0647482014388496,0.037096542543428535,0.5382572130710127,0.7329545454545454,0.6086023745348889,0.2291289370094739,0.3739523804881386,0.513745704467354,0.014845360824742268,1.0,1.5962331307703863,0.0,0.14677641747630593,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-0.08456671429084528,0.22108607919485393
0.08,0.989230821331295,1.1784615384615384,0.11114707253749645,0.35674752394773845,0.6739545997610513,0.8471122675384813,0.18173617937507452,0.13881353465465074,0.389945652173913,0.04,1.0,3.082325625473063,0.0,0.14992387756816145,0.6021505376344086,0.5724910394265232,0.6739545997610513,0.029659498207885382,-0.0718040621266427,1.0,0.30555555555555547,20.00505815946226,-0.24513950804669227,0.2901024814517316
0.07,0.9938492357648318,1.0657439446366774,0.08106572617629038,1.2243708722638558,0.6792114695340502,1.8184577209091597,0.31737903934204825,0.012925474852764893,0.43164362519201227,0.03387096774193549,1.0,2.8984196623043674,0.0,0.17210820698245954,0.6774193548387096,0.3023477264300401,0.6792114695340502,0.37507162840866953,-0.0017921146953405742,0.1,0.17573099415204696,20.72667226567059,0.03652594997111791,0.33723576648940096
0.05,0.9937232119279288,1.0242424242424246,0.06994768354368897,0.3904049073181493,0.33702956989247307,0.003254613198835129,0.0014483517468347196,1.0,0.3710526315789474,0.024736842105263158,1.0,2.448099920316876,0.01192715007966753,0.03842612757104451,0.4338037634408602,0.0,0.33702956989247307,0.0,0.09677419354838712,0.0,0.10526315789473684,18.902744659442185,-0.06077688470010312,0.3191033575976437
0.07,0.9927467441009129,1.1604938271604939,0.07722415356575962,0.01755665970953832,0.6272401433691756,1.002655042501391,0.21307111985504795,0.10211521230090302,0.4573732718894009,0.03462365591397849,1.0,2.9795552325309633,0.004754315925919612,0.17152687146505052,0.6021505376344086,0.34579124579124576,0.6164874551971326,0.25635929184316286,-0.014336917562723928,0.2,0.2782163742690058,20.25940366385102,-0.6530686144272235,0.30082773617175845
0.04,0.997113745544708,1.0304054054054053,0.03862910262589847,0.1873426321380887,0.359375,0.25545949003934054,0.09473293680824896,0.6664927823355893,0.42187500000000006,0.02,1.0,2.2968072289141794,0.0,0.09915567510847413,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-0.3951489468641185,0.30723956979801353
0.07,0.9947215856787512,1.0871080139372815,0.07512881012527506,0.2822799323423834,0.8673835125448028,0.6763614408006029,0.15783137677333908,0.15212321702651857,0.5456989247311828,0.03462365591397849,1.0,2.609783064770038,0.004754344480969874,0.19181288210852954,0.9336917562724015,0.0,0.8727598566308243,0.0,0.06093189964157719,0.0,0.10073099415204656,20.617808466533308,-0.05113395948191135,0.2842857965034611
0.02,0.9986562389929192,1.0336700336700335,0.020017786200886678,0.3415733602066838,0.07142857142857145,0.08332981188652944,0.05238870687807823,0.9411184989616599,0.46683673469387754,0.009591836734693878,1.0,1.5222641689397538,0.002475224776859472,0.042625488270616435,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.06532183814043568,0.22414490178678
0.09,0.9948728956993419,1.2319391634980998,0.08681509081783012,0.6568646418082992,0.6816009557945041,0.46358543953414383,0.10969404049528925,0.4407800401516784,0.3253968253968254,0.04450549450549451,1.0,3.2057710866672715,0.0,0.07386010474775184,0.6522102747909199,0.4285543608124253,0.6887694145758662,0.22365591397849455,-0.03655913978494629,0.1,0.23830409356725157,20.0575187158183,0.15179321545992996,0.25569276500143234
0.08,0.9884747018731048,1.0740740740740753,0.11756904365651422,0.008884335982816521,0.6778972520908004,0.5891531222806198,0.13371642269868755,0.17198051263884062,0.37364130434782605,0.04,1.0,3.111043489726235,0.0,0.10987371001076691,0.5948626045400239,0.6188172043010752,0.6778972520908004,-0.0239545997610513,-0.0830346475507765,0.7,0.25263157894736843,19.44666556622559,-0.4255762164136172,0.25892538487318395
0.08,0.9957714704180102,1.1255411255411252,0.08941695289894702,0.30980000218764836,0.847431302270012,2.331875994164112,0.32273153993904585,0.005499886396412377,0.6453804347826088,0.0391304347826087,1.0,3.422502215422031,0.0,0.24813024116978188,0.9421744324970133,0.3157407407407407,0.847431302270012,0.6264336917562725,0.09474313022700132,0.1,0.06140350877192979,20.269786769612605,0.9118247004647384,0.2819836406510497
0.04,0.9980267152398301,1.0341880341880352,0.04219557460659673,0.2949996803019388,0.6770833333333334,0.5767638356258922,-0.18800058335698305,0.27160045077420303,0.44791666666666663,0.02,1.0,1.8603228709762014,0.0,0.184538929612601,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0728692617998856,0.2076220868171629
0.06,0.9931553546992103,1.0584958217270188,0.07115745237348214,0.6951052344885797,0.7765456989247311,0.18965995256486778,-0.06656794213528111,0.48146448661717645,0.33599290780141844,0.03,1.0,2.7993190698428165,0.0,0.044850941507082076,0.7073252688172044,0.6820601851851852,0.7713373655913979,0.02526508363201918,-0.0640120967741935,1.0,0.21959064327485367,20.646330386695613,-0.6808032940062607,0.30192766955751327
0.09,0.9936701160033593,1.1250000000000009,0.10664475047462285,0.025586884169875753,0.45125448028673826,0.2867465512357436,-0.07699463214551672,0.3727613991321098,0.3031135531135531,0.04450549450549451,1.0,3.191914639445768,0.0,0.05917881515668677,0.5393070489844684,0.7137992831541219,0.45125448028673826,-0.17449223416965354,0.0880525686977301,0.4,0.4334795321637428,19.03554941130876,0.720210530942861,0.3405237479640617
0.09,0.995762974342456,1.1784232365145229,0.0884241950714919,0.13682754311903153,0.5906810035842294,0.6283599007866881,0.1313277426700944,0.20168946964658607,0.40231990231990233,0.04450549450549451,1.0,3.5240519943177033,0.005451672774355704,0.12087017281702063,0.6456391875746714,0.6368566618566619,0.5942652329749104,0.008782525718009526,0.05137395459976102,1.0,0.13830409356725148,19.78828493583915,0.6375797521864164,0.27082419923612644
0.05,0.9953211149383396,1.0379008746355682,0.05600483009591528,0.31584520266660837,0.6478494623655914,1.3422959282696505,0.3245164277641413,0.08472017526813862,0.5710526315789474,0.024736842105263158,1.0,2.7419894619669494,0.0,0.25053593769664295,0.8062836021505376,0.0,0.6586021505376344,0.0,0.14768145161290325,0.0,0.07368421052631569,20.00325787325368,-0.7485079303119715,0.3381782912522156
0.07,0.9931133027799475,1.0619469026548671,0.07585634113630146,0.5344308621450092,0.35125448028673834,0.6342746496011725,0.15057352659312984,0.29820463030328925,0.33832565284178184,0.03462365591397849,1.0,2.6888666150508667,0.0047545872196725035,0.08939329718111973,0.31362007168458783,0.3645310633213859,0.34767025089605735,-0.050910991636798075,-0.03405017921146952,1.0,0.042543859649122884,20.57590631469825,-0.6474922206072624,0.36810674201048993
0.08,0.9918655324725875,1.136718749999999,0.10129552087643512,0.08049749901482064,0.7025089605734767,1.2154867967628542,0.21899613585979694,0.10799366141814426,0.43478260869565216,0.0391304347826087,1.0,3.0162803405970147,0.0,0.16782330017743707,0.7396654719235364,0.2868812569521691,0.7062126642771803,0.4527842149713673,0.03345280764635605,0.1,0.3052631578947369,18.59781145854616,-0.035599647942527124,0.30706694059542466
0.07,0.9944764394822692,1.113043478260869,0.08436411355773155,0.3887347882765978,0.7813620071684587,1.9538951139546183,0.3150449575040894,0.013423890448089759,0.5614439324116743,0.03462365591397849,1.0,2.8512359175720876,0.0,0.22217818862152716,0.8942652329749103,0.3210648148148148,0.7813620071684587,0.5732004181600956,0.11290322580645162,0.1,0.053801169590643405,18.796655684025108,0.28677974202703016,0.26120077054548846
0.06,0.994222229842097,1.07749077490775,0.07499487761930823,0.7924518462251391,0.7046370967741936,0.5670713064734964,0.15388011225680315,0.34176112507598067,0.3297872340425532,0.029361702127659574,1.0,2.7808772855659685,0.0,0.07726007450145257,0.6302083333333334,0.5651881720430109,0.6992607526881721,0.06502016129032251,-0.06905241935483875,0.7,0.32499999999999996,18.629303257361002,-0.26534125251581964,0.2853513427612196
0.12,0.988330087328014,1.1412639405204463,0.1548488602967042,0.6388453888834486,0.6699233716475096,1.5397870070851891,0.21259725005231578,0.044421905936976494,0.4630681818181818,0.06,1.0,3.711789007485432,0.0,0.1444575492175466,0.6986590038314177,0.27886092402221435,0.6727969348659003,0.4197980798092033,0.02586206896551735,0.1,0.18039215686274523,20.253738438723037,0.22637842972599476,0.3340717404545705
0.05,0.995265079818058,1.0279720279720277,0.05903471647977343,0.8491634766379319,0.7552083333333334,1.8944320421304353,0.38070789498578533,0.011912745863959455,0.6499999999999999,0.024736842105263158,1.0,2.1566269724433917,0.0,0.28029269930158807,0.8551747311827956,0.7576599326599327,0.7552083333333334,0.09751479852286293,0.09996639784946226,0.7,0.08947368421052637,19.398716063771726,0.09308899132927229,0.24764181590255965
0.05,0.9944942193620433,1.0840336134453787,0.07133479382930985,0.48531609975448664,0.6733870967741935,1.2378764300500797,0.26039313115823337,0.06200451204528191,0.518421052631579,0.024736842105263158,1.0,2.390048036980301,0.007950502239549306,0.19631253249507497,0.778393817204301,0.0,0.6629704301075269,0.0,0.11542338709677413,0.0,0.2842105263157896,18.9487157754208,1.0705277134343767,0.2692808552773781
0.06,0.9964535097821674,1.0541516245487368,0.059404694947519654,0.1184343795519512,0.5952620967741935,0.5446521365802328,0.1399605571512052,0.20408470481035024,0.4867021276595745,0.03,1.0,1.388631208186806,0.0,0.11828266835142902,0.5268817204301075,0.5274305555555555,0.5952620967741935,-0.0005488351254480106,-0.068380376344086,1.0,0.1438596491228069,20.60669601709231,0.08738333388731867,0.32892817729348817
0.05,0.9955356118162828,1.043478260869565,0.06516069906909716,0.11808455114768222,0.2103494623655914,0.19240309192939786,0.07126049918097671,0.41988270263769056,0.41315789473684206,0.024736842105263158,1.0,2.198635454156258,0.0,0.08857375292259359,0.2153897849462366,0.0,0.2103494623655914,0.0,0.005040322580645185,0.0,0.13684210526315788,18.06597530358139,0.7717499147540066,0.22771816513941218
0.06,0.9969365958967106,1.0781758957654715,0.046958731195593684,0.4838472175557026,0.7049731182795699,1.5300191688231044,0.306661104815731,0.042893185637996004,0.5345744680851063,0.03,1.0,2.476708266203251,0.0,0.22408796999032976,0.8010752688172044,0.6434027777777778,0.7049731182795699,0.1576724910394266,0.09610215053763449,0.7,0.0,20.7563152268531,-0.2506634030615764,0.26975594648794116
0.04,0.9925525756669762,1.0377922784121807,0.040898892727586345,0.2790405162915248,0.7604166666666666,0.6879057996402735,-0.21150188802699216,0.3743722893166712,0.45833333333333337,0.02,1.0,1.9591010307917145,0.0,0.10917041451939022,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.4909642748320773,0.3256060944026408
0.02,0.9966336737725694,1.0075798592311853,0.019073236313589592,0.06819875351426193,0.24489795918367346,0.17589890918479395,-0.10139165873519973,0.7582608845724571,0.44387755102040816,0.009795918367346938,1.0,1.6969583942397475,0.0,0.07863199078521359,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.4571030824955722,0.3263570012036245
0.03,0.9940994526448382,1.0917404972849383,0.035310072870782305,0.879836589671342,0.7657828282828283,1.2676430300589288,-0.3706725688284845,0.1694297619393066,0.6305841924398625,0.014845360824742268,1.0,1.2308573570650088,0.0030465015988424184,0.17250915169790826,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.3899300564528396,0.33904250246259393
0.03,0.9932805119439548,1.0049423393739703,0.03734627932183887,0.7678854585564314,0.670770202020202,1.3068478895454214,-0.3695186955429187,0.07537637540559032,0.5841924398625429,0.014845360824742268,1.0,2.0128339089921248,0.0060932043378934785,0.1958771077785271,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.4628074778314364,0.38496728275403014
0.03,0.9947283058901824,1.0076422303990944,0.033163999004557854,0.8714020867499038,0.6281565656565656,1.2400906871160706,-0.3662314813821514,0.19593351055629626,0.679553264604811,0.014845360824742268,1.0,2.1751163277873653,0.0030465015988424184,0.19145333756621635,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.379702985332239,0.33904250246259393
0.02,0.996788965601906,1.009559748427673,0.016326984220801116,0.1458123424512037,0.7040816326530612,0.17777392347960638,-0.1121208581815093,0.7582573709790497,0.5739795918367347,0.01,1.0,1.5759443640204556,0.0,0.1319802443369155,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.6499746744149533,0.4307170782773865
0.04,0.9920691868535586,1.0648081100651698,0.05870966145168832,1.0396967949688147,0.90625,2.4519929984136293,-0.4449885496484092,0.01634367586175919,0.6848958333333334,0.02,1.0,2.278375842044423,0.0,0.21797868332018822,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-0.6034481883749607,0.31624548595456314
0.04,0.9966277113501172,1.015324602953469,0.02453368395616795,0.8281050852010021,0.7291666666666666,1.6047735872172624,-0.37478912433386946,0.08007856513639545,0.6458333333333334,0.02,1.0,1.6863866174714919,0.0,0.20441241840665214,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.4083814266171375,0.4177582086023494
0.01,1.001051836804454,1.0024125452352228,-0.00520912451982268,0.34601042602426557,0.5,0.36934110566016887,-0.2487298488622867,0.7031426516685375,0.6262626262626263,0.004949494949494949,1.0,1.024756731619342,0.0,0.12812296177670351,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.4977408838447737,0.41951059531405516
0.01,0.9979497022988462,1.0054945054945055,0.012148803451812906,0.5742606800880634,0.5,0.6228189314454434,-0.3944558631437829,0.4057161336061914,0.7601010101010102,0.004949494949494949,1.0,0.9176905627193147,0.001740968076579418,0.20761445170630066,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.2539866286772363,0.27359797752774373
0.03,0.9939918170760178,1.0032967032967033,0.0323052877860279,0.6766598443553895,0.8257575757575758,1.2268075790120827,-0.37531163030803666,0.058849748621976075,0.6176975945017181,0.014845360824742268,1.0,2.151262547917614,0.0,0.2071341382483658,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.5901566058537884,0.3496648731356774
0.01,1.0012088527434708,1.0047632390025216,-0.005846034977646859,0.4633344550331444,0.5,0.38982272053957917,-0.2754156836552069,0.6276722649613194,0.7297979797979798,0.004949494949494949,1.0,1.0384149666205282,0.0,0.1698945975880956,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.5857328533723556,0.4016240609394006
0.03,0.9937036260419412,1.0,0.03032685803513621,0.6963459381439989,0.5984848484848485,1.0324236498496349,-0.33877420590144675,0.1104165448255005,0.5352233676975946,0.014845360824742268,1.0,1.2345321134217133,0.0,0.17369891816980482,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.591284132155078,0.33904250246259393
0.01,0.9984841467555396,1.0021715526601518,0.009688466703384746,0.5519454950396053,0.5,0.566909224551449,-0.36821483207823197,0.44596798729737563,0.7525252525252525,0.004949494949494949,1.0,0.9314763563174628,0.0,0.2027672446286488,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.364261159063023,0.27359797752774373
0.01,0.9979585957454432,1.0069118053635608,0.010972583829178595,0.5255478246827239,0.5,0.5038716684413796,-0.3439221464479245,0.44596116383446693,0.7601010101010102,0.004949494949494949,1.0,1.0648830448252895,0.0,0.1898625309827469,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.4419812480726986,0.27359797752774373
0.02,0.9974213826490915,1.0081383519837235,0.014765236449122698,0.7933143818117517,1.0,0.7999478472253772,-0.33798667513547853,0.35585004945590837,0.6989795918367346,0.01,1.0,1.6849565849002393,0.0,0.18321851253415938,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.5188180045893698,0.4307170782773865
0.05,0.9916987976444857,1.1071428571428572,0.059127071775790574,0.9133785213432597,0.5845094086021505,1.6855441971598084,-0.33373828099716696,0.041324879007066606,0.5473684210526316,0.024736842105263158,1.0,2.2909662441177097,0.0,0.19512197141122356,0.9479166666666666,0.0,0.5841733870967741,0.0,0.3637432795698925,0.0,0.036842105263157676,19.867570918750257,-1.1719284773372258,0.3482882408419132
0.02,1.0052363932376558,1.0034071550255534,-0.02257564602807005,0.6144024034164924,0.9897959183673469,0.5991212976793495,-0.26464489873141583,0.5301029536060985,0.7142857142857144,0.01,1.0,1.1820268189941703,0.0,0.1658713247903486,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.5457883120584048,0.3368300415694317
0.07,0.9881675370593832,1.0311436796650093,0.06185775908153182,1.1395741438594968,0.7473118279569894,1.6179690646249139,-0.2899646759873003,0.17670219481694005,0.5076804915514592,0.03462365591397849,1.0,3.1155188987837676,0.0,0.13720217934524775,0.9301075268817204,0.6836133512544803,0.7473118279569894,0.24649417562724008,0.18279569892473102,0.2,0.05584795321637426,21.217891743265707,-1.6429154348087216,0.4288221816154821
0.02,0.9966599932066782,1.015435501653804,0.018782750890291577,0.4520062001319707,0.7448979591836735,0.9733998070377623,-0.389408161334726,0.08704589949145437,0.6581632653061225,0.009795918367346938,1.0,0.6639385909492508,0.0,0.24593887605005435,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.5414949308749797,0.3068989318915591
0.01,0.9977652534349039,1.0030138637733577,0.014039316445711436,0.36872802350549994,0.5,0.05905756066872713,0.05207213560254903,0.8624805631649801,0.6464646464646465,0.004949494949494949,1.0,0.6082998478669839,0.0,0.11404428166410849,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-1.0875243796502114,0.26547851949498485
