modelo,classe,precision,recall,f1,support
RandomForest,MCAR,0.546875,0.49295774647887325,0.5185185185185185,71
RandomForest,MAR,0.9230769230769231,0.9230769230769231,0.9230769230769231,130
RandomForest,MNAR,0.6226415094339622,0.6666666666666666,0.6439024390243903,99
GradientBoosting,MCAR,0.5522388059701493,0.5211267605633803,0.5362318840579711,71
GradientBoosting,MAR,0.9453125,0.9307692307692308,0.937984496124031,130
GradientBoosting,MNAR,0.6190476190476191,0.6565656565656566,0.6372549019607843,99
LogisticRegression,MCAR,0.5882352941176471,0.5633802816901409,0.5755395683453237,71
LogisticRegression,MAR,0.9375,0.9230769230769231,0.9302325581395349,130
LogisticRegression,MNAR,0.6634615384615384,0.696969696969697,0.6798029556650246,99
SVM_RBF,MCAR,0.6129032258064516,0.5352112676056338,0.5714285714285714,71
SVM_RBF,MAR,0.9166666666666666,0.9307692307692308,0.9236641221374046,130
SVM_RBF,MNAR,0.6886792452830188,0.7373737373737373,0.7121951219512195,99
KNN,MCAR,0.463768115942029,0.4507042253521127,0.45714285714285713,71
KNN,MAR,0.8731343283582089,0.9,0.8863636363636364,130
KNN,MNAR,0.6185567010309279,0.6060606060606061,0.6122448979591837,99
MLP,MCAR,0.5538461538461539,0.5070422535211268,0.5294117647058824,71
MLP,MAR,0.9206349206349206,0.8923076923076924,0.90625,130
MLP,MNAR,0.6513761467889908,0.7171717171717171,0.6826923076923077,99
NaiveBayes,MCAR,0.4074074074074074,0.4647887323943662,0.4342105263157895,71
NaiveBayes,MAR,0.9338842975206612,0.8692307692307693,0.900398406374502,130
NaiveBayes,MNAR,0.6224489795918368,0.6161616161616161,0.6192893401015228,99
