modelo,test_group,true_class,n_samples,accuracy,cenario
LogisticRegression,MAR_titanic_age_v2,MAR,50,1.0,C_only_prior
LogisticRegression,MCAR_autompg_horsepower,MCAR,37,0.5405405405405406,C_only_prior
LogisticRegression,MCAR_breastcancer_barenuclei,MCAR,45,0.8888888888888888,C_only_prior
LogisticRegression,MCAR_cylinderbands_bladepressure,MCAR,50,0.02,C_only_prior
LogisticRegression,MCAR_cylinderbands_esavoltage,MCAR,50,0.06,C_only_prior
LogisticRegression,MCAR_hypothyroid_t4u,MCAR,50,0.0,C_only_prior
LogisticRegression,MNAR_adult_capitalgain,MNAR,50,1.0,C_only_prior
LogisticRegression,MNAR_colic_refluxph,MNAR,50,0.28,C_only_prior
LogisticRegression,MNAR_cylinderbands_varnishpct,MNAR,50,0.08,C_only_prior
LogisticRegression,MNAR_kidney_pot,MNAR,50,0.02,C_only_prior
LogisticRegression,MNAR_kidney_sod,MNAR,50,0.0,C_only_prior
LogisticRegression,MNAR_mroz_wages,MNAR,50,1.0,C_only_prior
LogisticRegression,MNAR_pima_insulin,MNAR,50,0.0,C_only_prior
MLP,MAR_airquality_ozone,MAR,50,0.98,C_only_prior
MLP,MAR_colic_resprate,MAR,50,0.98,C_only_prior
MLP,MAR_hearth_chol,MAR,50,0.98,C_only_prior
MLP,MAR_kidney_hemo,MAR,50,1.0,C_only_prior
MLP,MAR_mammographic_density,MAR,50,0.9,C_only_prior
MLP,MAR_oceanbuoys_airtemp,MAR,50,1.0,C_only_prior
MLP,MAR_oceanbuoys_humidity,MAR,50,0.82,C_only_prior
MLP,MAR_sick_t3,MAR,50,1.0,C_only_prior
MLP,MAR_sick_tsh,MAR,50,0.96,C_only_prior
MLP,MAR_titanic_age,MAR,50,1.0,C_only_prior
MLP,MAR_titanic_age_v2,MAR,50,1.0,C_only_prior
MLP,MCAR_autompg_horsepower,MCAR,37,0.5405405405405406,C_only_prior
MLP,MCAR_breastcancer_barenuclei,MCAR,45,0.8888888888888888,C_only_prior
MLP,MCAR_cylinderbands_bladepressure,MCAR,50,0.02,C_only_prior
MLP,MCAR_cylinderbands_esavoltage,MCAR,50,0.06,C_only_prior
MLP,MCAR_hypothyroid_t4u,MCAR,50,0.0,C_only_prior
MLP,MNAR_adult_capitalgain,MNAR,50,1.0,C_only_prior
MLP,MNAR_colic_refluxph,MNAR,50,0.28,C_only_prior
MLP,MNAR_cylinderbands_varnishpct,MNAR,50,0.08,C_only_prior
MLP,MNAR_kidney_pot,MNAR,50,0.02,C_only_prior
MLP,MNAR_kidney_sod,MNAR,50,0.0,C_only_prior
MLP,MNAR_mroz_wages,MNAR,50,1.0,C_only_prior
MLP,MNAR_pima_insulin,MNAR,50,0.0,C_only_prior
NaiveBayes,MAR_airquality_ozone,MAR,50,0.98,C_only_prior
NaiveBayes,MAR_colic_resprate,MAR,50,0.98,C_only_prior
NaiveBayes,MAR_hearth_chol,MAR,50,0.98,C_only_prior
NaiveBayes,MAR_kidney_hemo,MAR,50,1.0,C_only_prior
NaiveBayes,MAR_mammographic_density,MAR,50,0.9,C_only_prior
NaiveBayes,MAR_oceanbuoys_airtemp,MAR,50,1.0,C_only_prior
NaiveBayes,MAR_oceanbuoys_humidity,MAR,50,0.82,C_only_prior
NaiveBayes,MAR_sick_t3,MAR,50,1.0,C_only_prior
NaiveBayes,MAR_sick_tsh,MAR,50,0.96,C_only_prior
NaiveBayes,MAR_titanic_age,MAR,50,1.0,C_only_prior
NaiveBayes,MAR_titanic_age_v2,MAR,50,1.0,C_only_prior
NaiveBayes,MCAR_autompg_horsepower,MCAR,37,0.5405405405405406,C_only_prior
NaiveBayes,MCAR_breastcancer_barenuclei,MCAR,45,0.8888888888888888,C_only_prior
NaiveBayes,MCAR_cylinderbands_bladepressure,MCAR,50,0.02,C_only_prior
NaiveBayes,MCAR_cylinderbands_esavoltage,MCAR,50,0.06,C_only_prior
NaiveBayes,MCAR_hypothyroid_t4u,MCAR,50,0.0,C_only_prior
NaiveBayes,MNAR_adult_capitalgain,MNAR,50,1.0,C_only_prior
NaiveBayes,MNAR_colic_refluxph,MNAR,50,0.28,C_only_prior
NaiveBayes,MNAR_cylinderbands_varnishpct,MNAR,50,0.08,C_only_prior
NaiveBayes,MNAR_kidney_pot,MNAR,50,0.02,C_only_prior
NaiveBayes,MNAR_kidney_sod,MNAR,50,0.0,C_only_prior
NaiveBayes,MNAR_mroz_wages,MNAR,50,1.0,C_only_prior
NaiveBayes,MNAR_pima_insulin,MNAR,50,0.0,C_only_prior
RandomForest,MAR_airquality_ozone,MAR,50,0.98,C_only_prior
RandomForest,MAR_colic_resprate,MAR,50,0.98,C_only_prior
RandomForest,MAR_hearth_chol,MAR,50,0.98,C_only_prior
RandomForest,MAR_kidney_hemo,MAR,50,1.0,C_only_prior
RandomForest,MAR_mammographic_density,MAR,50,0.9,C_only_prior
RandomForest,MAR_oceanbuoys_airtemp,MAR,50,1.0,C_only_prior
RandomForest,MAR_oceanbuoys_humidity,MAR,50,0.82,C_only_prior
RandomForest,MAR_sick_t3,MAR,50,1.0,C_only_prior
RandomForest,MAR_sick_tsh,MAR,50,0.96,C_only_prior
RandomForest,MAR_titanic_age,MAR,50,1.0,C_only_prior
RandomForest,MAR_titanic_age_v2,MAR,50,1.0,C_only_prior
RandomForest,MCAR_autompg_horsepower,MCAR,37,0.5405405405405406,C_only_prior
RandomForest,MCAR_breastcancer_barenuclei,MCAR,45,0.8888888888888888,C_only_prior
RandomForest,MCAR_cylinderbands_bladepressure,MCAR,50,0.02,C_only_prior
RandomForest,MCAR_cylinderbands_esavoltage,MCAR,50,0.06,C_only_prior
RandomForest,MCAR_hypothyroid_t4u,MCAR,50,0.0,C_only_prior
RandomForest,MNAR_adult_capitalgain,MNAR,50,1.0,C_only_prior
RandomForest,MNAR_colic_refluxph,MNAR,50,0.28,C_only_prior
RandomForest,MNAR_cylinderbands_varnishpct,MNAR,50,0.08,C_only_prior
RandomForest,MNAR_kidney_pot,MNAR,50,0.02,C_only_prior
RandomForest,MNAR_kidney_sod,MNAR,50,0.0,C_only_prior
RandomForest,MNAR_mroz_wages,MNAR,50,1.0,C_only_prior
RandomForest,MNAR_pima_insulin,MNAR,50,0.0,C_only_prior
SVM_RBF,MAR_airquality_ozone,MAR,50,0.98,C_only_prior
SVM_RBF,MAR_colic_resprate,MAR,50,0.98,C_only_prior
SVM_RBF,MAR_hearth_chol,MAR,50,0.98,C_only_prior
SVM_RBF,MAR_kidney_hemo,MAR,50,1.0,C_only_prior
SVM_RBF,MAR_mammographic_density,MAR,50,0.9,C_only_prior
SVM_RBF,MAR_oceanbuoys_airtemp,MAR,50,1.0,C_only_prior
SVM_RBF,MAR_oceanbuoys_humidity,MAR,50,0.82,C_only_prior
SVM_RBF,MAR_sick_t3,MAR,50,1.0,C_only_prior
SVM_RBF,MAR_sick_tsh,MAR,50,0.96,C_only_prior
SVM_RBF,MAR_titanic_age,MAR,50,1.0,C_only_prior
SVM_RBF,MAR_titanic_age_v2,MAR,50,1.0,C_only_prior
SVM_RBF,MCAR_autompg_horsepower,MCAR,37,0.5405405405405406,C_only_prior
SVM_RBF,MCAR_breastcancer_barenuclei,MCAR,45,0.8888888888888888,C_only_prior
SVM_RBF,MCAR_cylinderbands_bladepressure,MCAR,50,0.02,C_only_prior
SVM_RBF,MCAR_cylinderbands_esavoltage,MCAR,50,0.06,C_only_prior
SVM_RBF,MCAR_hypothyroid_t4u,MCAR,50,0.0,C_only_prior
SVM_RBF,MNAR_adult_capitalgain,MNAR,50,1.0,C_only_prior
SVM_RBF,MNAR_colic_refluxph,MNAR,50,0.28,C_only_prior
SVM_RBF,MNAR_cylinderbands_varnishpct,MNAR,50,0.08,C_only_prior
SVM_RBF,MNAR_kidney_pot,MNAR,50,0.02,C_only_prior
SVM_RBF,MNAR_kidney_sod,MNAR,50,0.0,C_only_prior
SVM_RBF,MNAR_mroz_wages,MNAR,50,1.0,C_only_prior
SVM_RBF,MNAR_pima_insulin,MNAR,50,0.0,C_only_prior
