modelo,classe,precision,recall,f1,support
RandomForest,MCAR,0.59375,0.5352112676056338,0.562962962962963,71
RandomForest,MAR,0.9302325581395349,0.9230769230769231,0.9266409266409267,130
RandomForest,MNAR,0.6448598130841121,0.696969696969697,0.6699029126213593,99
GradientBoosting,MCAR,0.5932203389830508,0.49295774647887325,0.5384615384615384,71
GradientBoosting,MAR,0.937984496124031,0.9307692307692308,0.9343629343629344,130
GradientBoosting,MNAR,0.6160714285714286,0.696969696969697,0.6540284360189573,99
LogisticRegression,MCAR,0.6590909090909091,0.4084507042253521,0.5043478260869565,71
LogisticRegression,MAR,0.937984496124031,0.9307692307692308,0.9343629343629344,130
LogisticRegression,MNAR,0.6220472440944882,0.797979797979798,0.6991150442477876,99
SVM_RBF,MCAR,0.6545454545454545,0.5070422535211268,0.5714285714285714,71
SVM_RBF,MAR,0.928,0.8923076923076924,0.9098039215686274,130
SVM_RBF,MNAR,0.6333333333333333,0.7676767676767676,0.6940639269406392,99
KNN,MCAR,0.5189873417721519,0.5774647887323944,0.5466666666666666,71
KNN,MAR,0.8914728682170543,0.8846153846153846,0.888030888030888,130
KNN,MNAR,0.6304347826086957,0.5858585858585859,0.6073298429319371,99
MLP,MCAR,0.578125,0.5211267605633803,0.5481481481481482,71
MLP,MAR,0.916030534351145,0.9230769230769231,0.9195402298850575,130
MLP,MNAR,0.638095238095238,0.6767676767676768,0.6568627450980392,99
NaiveBayes,MCAR,0.4230769230769231,0.4647887323943662,0.4429530201342282,71
NaiveBayes,MAR,0.9636363636363636,0.8153846153846154,0.8833333333333333,130
NaiveBayes,MNAR,0.6517857142857143,0.7373737373737373,0.6919431279620853,99
