modelo,classe,precision,recall,f1,support
RandomForest,MCAR,0.6666666666666666,0.5070422535211268,0.576,71
RandomForest,MAR,0.9236641221374046,0.9307692307692308,0.9272030651340997,130
RandomForest,MNAR,0.6608695652173913,0.7676767676767676,0.7102803738317757,99
GradientBoosting,MCAR,0.5538461538461539,0.5070422535211268,0.5294117647058824,71
GradientBoosting,MAR,0.9461538461538461,0.9461538461538461,0.9461538461538461,130
GradientBoosting,MNAR,0.6476190476190476,0.6868686868686869,0.6666666666666666,99
LogisticRegression,MCAR,0.6428571428571429,0.38028169014084506,0.4778761061946903,71
LogisticRegression,MAR,0.9172932330827067,0.9384615384615385,0.9277566539923955,130
LogisticRegression,MNAR,0.624,0.7878787878787878,0.6964285714285714,99
SVM_RBF,MCAR,0.6610169491525424,0.5492957746478874,0.6,71
SVM_RBF,MAR,0.9354838709677419,0.8923076923076924,0.9133858267716536,130
SVM_RBF,MNAR,0.6410256410256411,0.7575757575757576,0.6944444444444444,99
KNN,MCAR,0.4880952380952381,0.5774647887323944,0.5290322580645161,71
KNN,MAR,0.8805970149253731,0.9076923076923077,0.8939393939393939,130
KNN,MNAR,0.6341463414634146,0.5252525252525253,0.574585635359116,99
MLP,MCAR,0.6451612903225806,0.5633802816901409,0.6015037593984962,71
MLP,MAR,0.9291338582677166,0.9076923076923077,0.9182879377431906,130
MLP,MNAR,0.6396396396396397,0.7171717171717171,0.6761904761904762,99
NaiveBayes,MCAR,0.4473684210526316,0.4788732394366197,0.46258503401360546,71
NaiveBayes,MAR,0.9553571428571429,0.823076923076923,0.8842975206611571,130
NaiveBayes,MNAR,0.6428571428571429,0.7272727272727273,0.6824644549763034,99
