variante,modelo,accuracy,f1_macro,recall_MCAR,recall_MAR,recall_MNAR,f1_MCAR,f1_MAR,f1_MNAR,acc_level1,acc_level2
V3_hier_caafe_n2,LogisticRegression,0.6766666666666666,0.6231521703057026,0.7605633802816901,0.9307692307692308,0.2828282828282828,0.5595854922279793,0.9236641221374046,0.38620689655172413,0.7166666666666667,0.9254658385093167
V3_hier_caafe_n2,SVM_RBF,0.66,0.6184528677807785,0.6338028169014085,0.8923076923076924,0.37373737373737376,0.5056179775280899,0.8957528957528957,0.4539877300613497,0.7066666666666667,0.9161676646706587
V3_hier_caafe_n2,KNN,0.6533333333333333,0.6055220602896781,0.6338028169014085,0.9076923076923077,0.3333333333333333,0.5056179775280899,0.8905660377358491,0.42038216560509556,0.7066666666666667,0.9041916167664671
V3_hier_caafe_n2,MLP,0.71,0.6678410117434508,0.4647887323943662,0.9,0.6363636363636364,0.4888888888888889,0.9,0.6146341463414634,0.77,0.9090909090909091
V3_hier_caafe_n2,NaiveBayes,0.6,0.5037812237415017,0.9154929577464789,0.8461538461538461,0.050505050505050504,0.5263157894736842,0.8906882591093117,0.09433962264150944,0.61,0.9745762711864406
V4_hier_llm_n2,RandomForest,0.7033333333333334,0.6648546511627907,0.5492957746478874,0.9153846153846154,0.5353535353535354,0.52,0.9224806201550387,0.5520833333333334,0.76,0.91005291005291
V4_hier_llm_n2,GradientBoosting,0.73,0.6956708744273511,0.5774647887323944,0.9076923076923077,0.6060606060606061,0.5540540540540541,0.9111969111969112,0.6217616580310881,0.78,0.9222797927461139
V4_hier_llm_n2,LogisticRegression,0.67,0.6163295786038889,0.7605633802816901,0.9230769230769231,0.2727272727272727,0.5595854922279793,0.9195402298850575,0.3698630136986301,0.7166666666666667,0.9130434782608695
V4_hier_llm_n2,SVM_RBF,0.66,0.6172063706526796,0.6338028169014085,0.9,0.36363636363636365,0.5056179775280899,0.9069767441860465,0.43902439024390244,0.7066666666666667,0.9161676646706587
V4_hier_llm_n2,KNN,0.6433333333333333,0.60076471362364,0.6338028169014085,0.8769230769230769,0.3434343434343434,0.5056179775280899,0.8769230769230769,0.41975308641975306,0.7066666666666667,0.8862275449101796
V4_hier_llm_n2,MLP,0.73,0.6860977482336706,0.4647887323943662,0.9153846153846154,0.6767676767676768,0.4888888888888889,0.918918918918919,0.6504854368932039,0.77,0.9393939393939394
V4_hier_llm_n2,NaiveBayes,0.5966666666666667,0.4955910009809819,0.9154929577464789,0.8461538461538461,0.04040404040404041,0.5263157894736842,0.8835341365461847,0.07692307692307693,0.61,0.9661016949152542
V5_hier_llm_ambos,RandomForest,0.7433333333333333,0.710809226872521,0.6056338028169014,0.9153846153846154,0.6161616161616161,0.581081081081081,0.9224806201550387,0.6288659793814433,0.7933333333333333,0.9230769230769231
V5_hier_llm_ambos,GradientBoosting,0.75,0.7206305452666034,0.647887323943662,0.9076923076923077,0.6161616161616161,0.6052631578947368,0.9076923076923077,0.648936170212766,0.8,0.9226804123711341
V5_hier_llm_ambos,LogisticRegression,0.6666666666666666,0.6150834641690578,0.7183098591549296,0.9230769230769231,0.29292929292929293,0.5425531914893617,0.916030534351145,0.38666666666666666,0.7133333333333334,0.9141104294478528
V5_hier_llm_ambos,SVM_RBF,0.6933333333333334,0.6560903071746446,0.647887323943662,0.9076923076923077,0.4444444444444444,0.5542168674698795,0.9111969111969112,0.5028571428571429,0.7533333333333333,0.9
V5_hier_llm_ambos,KNN,0.67,0.6313955845791052,0.6619718309859155,0.8846153846153846,0.3939393939393939,0.5280898876404494,0.8846153846153846,0.48148148148148145,0.72,0.9112426035502958
V5_hier_llm_ambos,MLP,0.76,0.7273714344018497,0.5774647887323944,0.9153846153846154,0.6868686868686869,0.5899280575539568,0.918918918918919,0.6732673267326733,0.81,0.9257425742574258
V5_hier_llm_ambos,NaiveBayes,0.5933333333333334,0.4918871252204586,0.8873239436619719,0.8538461538461538,0.04040404040404041,0.5185185185185185,0.8809523809523809,0.0761904761904762,0.61,0.9583333333333334
V6_direto_llm,RandomForest,0.7933333333333333,0.7620738109635754,0.5774647887323944,0.9230769230769231,0.7777777777777778,0.6259541984732825,0.933852140077821,0.7264150943396226,,
V6_direto_llm,GradientBoosting,0.7433333333333333,0.7059497039560488,0.5352112676056338,0.9230769230769231,0.6565656565656566,0.5547445255474452,0.9195402298850575,0.6435643564356436,,
V6_direto_llm,LogisticRegression,0.77,0.7271607726362879,0.4647887323943662,0.9307692307692308,0.7777777777777778,0.5546218487394958,0.9236641221374046,0.7031963470319634,,
V6_direto_llm,SVM_RBF,0.7566666666666667,0.7198554225712391,0.49295774647887325,0.9,0.7575757575757576,0.5645161290322581,0.9069767441860465,0.6880733944954128,,
V6_direto_llm,KNN,0.71,0.6714022691105486,0.5211267605633803,0.9,0.5959595959595959,0.5068493150684932,0.8830188679245283,0.6243386243386243,,
V6_direto_llm,MLP,0.7666666666666667,0.7346491984695777,0.5774647887323944,0.9153846153846154,0.7070707070707071,0.5985401459854015,0.9224806201550387,0.6829268292682927,,
V6_direto_llm,NaiveBayes,0.7333333333333333,0.6961817467871075,0.4788732394366197,0.8538461538461538,0.7575757575757576,0.4927536231884058,0.891566265060241,0.704225352112676,,
