missing_total,missing_X0,mi_mask,corr_mask,delta_mean,dixon_extreme_score,reg_auc,reg_coef_norm,little_pvalue,little_score,jj_pvalue,jj_score
0.0209999999999999,0.105,0.2479865848375692,-7.62470178721892e-17,0.0,0.0,0.5663208300079808,0.2182570539502409,0.9678561344883916,0.0141891929408005,0.8207128964158095,0.0858087421607463
0.0108,0.054,0.1203037549504616,5.5072252927808e-18,1.1102230246251563e-16,0.0,0.6064325424790541,0.3938839336189064,0.9608037294281244,0.0173653198569076,0.8020195197200599,0.0958150616365993
0.0064,0.032,0.0723489291410883,-1.3865829076923997e-17,-5.551115123125783e-17,0.0,0.5381908574380165,0.1273984286073335,0.9898245861898614,0.0044417629779076,0.8991267438309901,0.0461790843884275
0.02,0.1,0.2242724240555605,2.0535152284400796e-17,-1.1102230246251563e-16,0.0,0.5663666666666667,0.2449035528932927,0.9652223705105448,0.0153726212051274,0.8135123878391513,0.0896358294152307
0.002,0.01,0.0234932370157022,4.258778377637529e-18,0.0,0.0,0.6273737373737374,0.3650816633789682,0.9812724552234662,0.0082103918333845,0.863151380070774,0.0639130307459747
0.0066,0.033,0.0754195946103023,-1.1097025810931493e-18,0.0,0.0,0.5560151671837297,0.1917233884271953,0.98410303350145,0.006959429476588,0.873916827060269,0.058529898335397
0.0192,0.096,0.2161713927001446,3.494089642879576e-17,1.1102230246251563e-16,0.0,0.5705314343657817,0.2453245256354469,0.9729961942842148,0.0118888584002991,0.8356716527321438,0.0779643295198068
0.0024,0.012,0.0283093946825169,-1.4976910004406054e-17,0.0,0.0,0.6085526315789473,0.3895330185773966,0.979518187080367,0.0089874958863788,0.8568853154996557,0.0670772996387094
0.0094,0.047,0.1092468058696703,-3.28922579977051e-17,2.220446049250313e-16,0.0,0.5760308990645442,0.2465213307723113,0.978436678274204,0.0094672754387338,0.8531554504729714,0.0689718303427352
0.0237999999999999,0.119,0.2660104749455491,8.964384188770736e-19,2.775557561562891e-16,0.0,0.5669455069201347,0.2141435025073343,0.9686441575781736,0.0138357366570115,0.8229241901844677,0.0846401712288279
0.0052,0.026,0.0609414749805608,2.010261569818494e-17,0.0,0.0,0.5994313694519035,0.2844777454714044,0.97739213255901,0.0099311611130037,0.8496408717736433,0.0707646041265268
0.0016,0.008,0.018717487045246,-4.76236178271141e-18,0.0,0.0,0.6427671370967741,0.4110668858641399,0.9820536935676208,0.007864766609543,0.8660361749113615,0.0624639668322345
0.018,0.09,0.2166084103776991,2.2667257919209644e-17,-5.551115123125783e-17,0.0,0.5534676434676434,0.2135121404610065,0.9712377974907176,0.0126744245778891,0.8304057710024231,0.0807096413046269
0.019,0.095,0.2105039355445476,-6.276733422304244e-18,1.1102230246251563e-16,0.0,0.5393312009305031,0.1613553767510428,0.9794607910287626,0.0090129446418586,0.8566849311089813,0.0671788721720776
0.0136,0.068,0.1548634061051735,2.1272214699436258e-17,0.0,0.0,0.5485357233021964,0.1640393915330833,0.9825763690663027,0.007633684845524,0.8680013979858223,0.0614795753568727
0.006,0.03,0.0706075508115496,6.947969175555827e-18,1.1102230246251563e-16,0.0,0.575360824742268,0.2438745513903539,0.9834744425749036,0.0072369215533987,0.8714482305641167,0.0597584075765266
0.0194,0.097,0.2241953732615328,1.1059819268586477e-18,-1.1102230246251563e-16,0.0,0.5712687376556952,0.2577566118079444,0.9718366737386788,0.0124067161993178,0.8321806737550136,0.0797823743145374
0.0094,0.047,0.1073003791473923,-2.125861766128666e-17,0.0,0.0,0.6015494184099484,0.3193911537905288,0.9709975750431706,0.0127818546920825,0.8296990165711619,0.0810794246705912
0.0184,0.092,0.217133092570439,6.315966789124064e-17,5.551115123125783e-17,0.0,0.6025665581306263,0.3672195115554887,0.9661183388557518,0.0149696740355158,0.8159302818379726,0.0883469484846187
0.0004,0.002,0.0046233035342033,3.599903454505479e-18,5.551115123125783e-17,0.0,0.9418837675350702,1.1311316176570023,0.9691398549008524,0.0136135461391384,0.8243294415698879,0.0838991887126461
0.0236,0.118,0.2721625721660076,-9.666122982032013e-18,1.6653345369377348e-16,0.0,0.5643472078096775,0.2045607236222312,0.969936538395222,0.0132566800908561,0.8266118181513573,0.0826983898585324
0.0046,0.023,0.0530929860221222,1.5836964189553284e-17,2.775557561562891e-16,0.0,0.6226692181033332,0.380854545577991,0.9739979484383308,0.0114419578881715,0.8387484835368386,0.0763682520297215
0.0046,0.023,0.0540510464075779,-1.8612654206609956e-17,-1.1102230246251563e-16,0.0,0.6320590983934851,0.4493495818329922,0.9800845662510772,0.0087364497445671,0.8588779473330876,0.0660685481197296
0.0164,0.082,0.1843691695042105,-2.127175486694037e-17,1.1102230246251563e-16,0.0,0.5923534725543333,0.3206673185246836,0.9691518499041916,0.0136081709278141,0.8243635855074231,0.0838812004960157
0.014,0.07,0.1639148090392471,-2.0325654921681392e-19,0.0,0.0,0.6002611367127496,0.3589411192765864,0.9592316253240208,0.0180765112297921,0.7980882007509734,0.0979491099240517
0.0043999999999999,0.022,0.0513594932023381,1.4133826448807084e-18,-1.1102230246251563e-16,0.0,0.7083100948131623,0.6896604361229587,0.9543112158084194,0.0203099719760939,0.7862506510148379,0.104438981951082
0.0094,0.047,0.1102517613826682,-1.944994565175076e-17,1.1102230246251563e-16,0.0,0.5928646379853095,0.3111980967477317,0.9700195793329712,0.0132194996405057,0.826851449133905,0.0825725081214521
