file,true_label,little_p,pklm_p,pklm_stat,levene_p,n_tests_reject,n_tests_valid,rejects_mcar,auc_obs,auc_p,auc_z,mi_max,mi_mean,caafe_quantile_ratio,caafe_tail_asym,caafe_kurt_excess,caafe_cond_entropy,log10_little_p,log10_pklm_p,log10_levene_p,log1p_quantile_ratio,tail_asym,kurt_excess,cond_entropy
MCAR_fixed_seed661760803_mr9.txt,MCAR,0.783107422443653,0.53,0.009172284349834227,0.2784907311639437,0,3,False,0.5197191697191698,0.3,0.5223831781873701,0.008629810469189314,0.0021574526172973285,20.0,0.0,0.08260287222271012,0.2024971776650837,-0.10617865968590938,-0.27572413039921095,-0.5551892546063734,3.044522437723423,0.0,0.08260287222271012,0.2024971776650837
MCAR_uniform_seed2004871863_mr4.txt,MCAR,0.32523140538695294,0.385,0.012723049178002571,0.2625917169883864,0,3,False,0.4293227396589205,0.92,-1.354619224176192,0.00918978814084559,0.0030816251806933814,20.0,0.0,-1.2201802649610762,0.4020024447723785,-0.48780752418586387,-0.4145392704914993,-0.5807189771154335,3.044522437723423,0.0,-1.2201802649610762,0.4020024447723785
MCAR_fixed_seed113824238_mr1.txt,MCAR,0.5498716869813136,0.32,0.011217633713330745,0.32676570312945896,0,3,False,0.4883838383838384,0.515,-0.07929059750783798,0.0019310123256155443,0.00048275308140388606,20.0,0.0,-1.1454519885716865,0.27359797752774373,-0.2597386416644436,-0.494850021680094,-0.48576353268818784,3.044522437723423,0.0,-1.1454519885716865,0.27359797752774373
MCAR_fixed_seed1354983018_mr8.txt,MCAR,0.8909723634929819,0.605,0.007357934978745884,1.0,0,3,False,0.5059782608695652,0.425,0.2333333109477785,0.011375883740696535,0.0033980711648736728,20.0,0.0,-0.1105299582835797,0.19323536504473196,-0.05013576685946893,-0.2182446253475311,0.0,3.044522437723423,0.0,-0.1105299582835797,0.19323536504473196
MCAR_block_seed1908203470_mr7.txt,MCAR,0.6970263620981325,0.575,0.008551441081125594,0.7696988669652801,0,3,False,0.4856642991968398,0.64,-0.45967080461477583,0.005928580112598114,0.0028486513782221,20.0,0.0,-0.06849516253417187,0.250568314536315,-0.15675079622445248,-0.24033215531036956,-0.1136791527429613,3.044522437723423,0.0,-0.06849516253417187,0.250568314536315
MCAR_uniform_seed2027090191_mr10.txt,MCAR,0.8889328628714832,0.825,0.005079878956356033,0.6940135488597217,0,3,False,0.5019966961143432,0.42,0.1155295101938606,0.007850914379492924,0.001962728594873231,20.0,0.0,-0.05590376725999846,0.21225546100552103,-0.051131038113563225,-0.08354605145007493,-0.1586320509607419,3.044522437723423,0.0,-0.05590376725999846,0.21225546100552103
MCAR_uniform_seed1791769210_mr6.txt,MCAR,0.243594315235104,0.39,0.012286258030367474,0.4009401712407417,0,3,False,0.48417175810792834,0.59,-0.30773929129534694,0.005273807096757954,0.0023645232437009,20.0,0.0,-0.09577527283575149,0.20748638534618408,-0.613332851059002,-0.4089353929735008,-0.39692042847342796,3.044522437723423,0.0,-0.09577527283575149,0.20748638534618408
MCAR_uniform_seed512631160_mr1.txt,MCAR,0.7968713636816904,0.9,0.004215092235052908,0.5141554739581741,0,3,False,0.20235774833764783,1.0,-3.010443226858928,0.0033091201296396866,0.0008272800324099217,20.0,0.0,-0.11486179740604507,0.13060232210654502,-0.09861177967303096,-0.045757490560675115,-0.2889055361170306,3.044522437723423,0.0,-0.11486179740604507,0.13060232210654502
MCAR_block_seed551944861_mr7.txt,MCAR,0.6732126486308307,0.285,0.01388452105024162,0.6173565847487825,0,3,False,0.47046384466597235,0.78,-0.710758525378734,0.0,0.0,20.0,0.0,-1.1681612112471966,0.4109212470383612,-0.17184773289382455,-0.5451551399914898,-0.20946391529286476,3.044522437723423,0.0,-1.1681612112471966,0.4109212470383612
MCAR_uniform_seed405324780_mr3.txt,MCAR,0.2112809205066264,0.965,0.0014430681652381123,0.3741236448664922,0,3,False,0.49195787545787545,0.52,-0.07044312264200946,0.007048529000225123,0.0025912286158243925,20.0,0.0,-0.00636132158341729,0.14508215214028386,-0.6751397196671038,-0.015472686656207449,-0.4269848432304573,3.044522437723423,0.0,-0.00636132158341729,0.14508215214028386
MCAR_fixed_seed1012355657_mr10.txt,MCAR,0.602405150165868,0.69,0.006759392917324827,0.8322009899141215,0,3,False,0.4929444444444444,0.585,-0.21607792165676695,0.0076322730828131125,0.003668472042984705,20.0,0.0,-0.16071456472574708,0.23172253824711717,-0.22011132386071533,-0.16115090926274472,-0.07977177194371458,3.044522437723423,0.0,-0.16071456472574708,0.23172253824711717
MCAR_uniform_seed237994846_mr9.txt,MCAR,0.9130694949996795,0.84,0.004621788161665494,0.5215762175940845,0,3,False,0.4371505719606278,0.93,-1.5728552459692382,0.007670087719457097,0.003823212286641453,20.0,0.0,-0.4004885289792477,0.2833260560734722,-0.03949616644567785,-0.07572071393811836,-0.28268221942937377,3.044522437723423,0.0,-0.4004885289792477,0.2833260560734722
MCAR_fixed_seed2123989729_mr10.txt,MCAR,0.2419193961444801,0.955,0.0031169137464374837,1.0,0,3,False,0.5429999999999999,0.135,1.0679202505631689,0.016108154757478843,0.005198506677568604,20.0,0.0,-0.2112610745166954,0.22088436672294692,-0.6163293102209156,-0.019996628416253676,0.0,3.044522437723423,0.0,-0.2112610745166954,0.22088436672294692
MCAR_uniform_seed1212310761_mr5.txt,MCAR,0.7993246379327467,0.6,0.007339381771444156,0.4824140380596416,0,3,False,0.469892348672729,0.685,-0.4703186423655041,0.006528908049084903,0.003605263767436362,20.0,0.0,-1.2020423063693833,0.37195184997474573,-0.09727680037513922,-0.2218487496163564,-0.3165800628846277,3.044522437723423,0.0,-1.2020423063693833,0.37195184997474573
MCAR_block_seed2113512674_mr9.txt,MCAR,0.2144428129126954,0.1,0.019331724409214667,1.0,0,3,False,0.4838369373052143,0.64,-0.3087631654667239,0.002239270004537497,0.0005598175011343742,20.0,0.0,-1.2123169151716156,0.42067996073086167,-0.6686885046343387,-1.0,0.0,3.044522437723423,0.0,-1.2123169151716156,0.42067996073086167
MCAR_block_seed1123435817_mr4.txt,MCAR,0.6029075930724491,0.985,0.0009750734168779587,1.0,0,3,False,0.45909019938934126,0.735,-0.5937585416975191,3.396754647444489e-05,8.491886618611222e-06,20.0,0.0,0.3418519121573067,0.15725582600201723,-0.21974924655644215,-0.006563769502388274,0.0,3.044522437723423,0.0,0.3418519121573067,0.15725582600201723
MCAR_uniform_seed421085722_mr1.txt,MCAR,0.0747376760390045,0.84,0.004064245128937344,0.7805447811379108,0,3,False,0.5570937804440341,0.26,0.6436781388852998,0.005351270256608087,0.001974980423203765,20.0,0.0,-0.47286638194285846,0.20148560103010688,-1.1264604106224279,-0.07572071393811836,-0.1076021756980535,3.044522437723423,0.0,-0.47286638194285846,0.20148560103010688
